,ts_code,name,count,exchange,list_date,type
544,883962.TI,国家队增持,10.0,A,20180810,S
545,883951.TI,陆股通日卖出前十,10.0,A,20180604,S
546,883967.TI,机构周调研前十,10.0,A,20180914,S
547,883975.TI,超跌股,253.0,A,20181225,S
548,883957.TI,同花顺全A,4184.0,A,19901211,S
549,883931.TI,预增次新,1.0,A,20180205,S
550,883965.TI,破发次新股,36.0,A,20180810,S
551,883938.TI,股性不活跃,23.0,A,20180205,S
552,883955.TI,陆股通周减仓前十,10.0,A,20180604,S
553,883929.TI,回购计划,5.0,A,20180205,S
554,883947.TI,陆股通周增仓前十,10.0,A,20180604,S
555,883921.TI,减持计划,348.0,A,20180205,S
556,883908.TI,沪股通成交前十,10.0,A,20160603,S
557,883980.TI,含可转债,339.0,A,20190712,S
558,883963.TI,国家队减持,3.0,A,20180810,S
559,883945.TI,陆股通日增仓前十,10.0,A,20180604,S
560,883952.TI,陆股通周卖出前十,10.0,A,20180604,S
561,883960.TI,低价股,270.0,A,20180703,S
562,883941.TI,陆股通加仓,48.0,A,20180604,S
563,883956.TI,陆股通月减仓前十,10.0,A,20180604,S
564,883928.TI,券商重仓,76.0,A,20180205,S
565,883919.TI,近期复牌,5.0,A,20180205,S
566,883922.TI,社保重仓,158.0,A,20180205,S
567,883930.TI,破净股,371.0,A,20180205,S
568,883946.TI,陆股通月增仓前十,10.0,A,20180604,S
569,883953.TI,陆股通月卖出前十,10.0,A,20180604,S
570,883936.TI,业绩扭亏,291.0,A,20180205,S
571,883933.TI,股东户数增加,209.0,A,20180205,S
572,883937.TI,高比例质押,277.0,A,20180205,S
573,883935.TI,业绩预亏,439.0,A,20180205,S
574,883920.TI,近期解禁,81.0,A,20180205,S
575,883942.TI,陆股通日买入前十,10.0,A,20180604,S
576,883979.TI,昨日首板表现,68.0,A,20190624,S
577,883926.TI,高贝塔值,100.0,A,20180205,S
578,883940.TI,陆股通建仓,5.0,A,20180604,S
579,883912.TI,深股通成交前十,10.0,A,20161213,S
580,883916.TI,百元股,133.0,A,20180205,S
581,883976.TI,高商誉,104.0,A,20190116,S
582,883983.TI,科创板指数,251.0,A,20200602,S
583,883923.TI,信托重仓,245.0,A,20180205,S
584,883978.TI,昨日打板表现,80.0,A,20190610,S
585,883954.TI,陆股通日减仓前十,10.0,A,20180604,S
586,883984.TI,上市首五日,5.0,A,20200707,S
587,883974.TI,远端次新股,291.0,A,20181112,S
588,883925.TI,股东户数减少,311.0,A,20180205,S
589,883901.TI,昨日资金前十,10.0,A,20160513,S
590,883924.TI,QFII重仓,156.0,A,20180205,S
591,883973.TI,重阳资产持股,6.0,A,20180927,S
592,883915.TI,增持计划,103.0,A,20180411,S
593,883902.TI,昨日成交前十,10.0,A,20160513,S
594,883914.TI,新股开板,27.0,A,20180205,S
595,883972.TI,淡水泉持股,4.0,A,20180927,S
596,883910.TI,同花顺热股,50.0,A,20160720,S
597,883971.TI,景林资产持股,3.0,A,20180927,S
598,883970.TI,高毅资产持股,86.0,A,20180927,S
599,883968.TI,近期异动,52.0,A,20180914,S
600,883969.TI,融资盘高持仓,7.0,A,20180914,S
601,883966.TI,机构月调研前十,10.0,A,20180914,S
602,883904.TI,增发募集指数,182.0,A,20160603,S
603,883906.TI,昨日高振幅,84.0,A,20160603,S
604,883905.TI,昨日换手前十,10.0,A,20160603,S
605,883961.TI,低比例送转,4.0,A,20180810,S
606,863901.TI,次新股,,US,20181210,S
607,883964.TI,定增破发,62.0,A,20180810,S
608,883918.TI,昨日炸板股,26.0,A,20180205,S
609,873901.TI,次新股,582.0,HK,20181127,S
610,883948.TI,陆股通减仓,74.0,A,20180604,S
611,883913.TI,龙虎榜指数,37.0,A,20170306,S
612,883934.TI,保险重仓,91.0,A,20180205,S
613,873902.TI,新经济,81.0,HK,20181127,S
614,883911.TI,创历史新高,2.0,A,20160719,S
615,883903.TI,增发预案指数,638.0,A,20160603,S
616,883949.TI,陆股通清仓,6.0,A,20180604,S
617,883907.TI,近端次新股,117.0,A,20160603,S
618,883958.TI,昨日连板,8.0,A,20180517,S
619,883939.TI,陆股通持续净买入,80.0,A,20180604,S
620,883932.TI,股权分散,144.0,A,20180205,S
621,883943.TI,陆股通周买入前十,10.0,A,20180604,S
622,883944.TI,陆股通月买入前十,10.0,A,20180604,S
623,883950.TI,陆股通持续净卖出,41.0,A,20180604,S
624,883977.TI,陆股通重仓,60.0,A,20190319,S
625,885919.TI,碳中和,61.0,A,20210302,N
626,885920.TI,光伏建筑一体化,29.0,A,20210309,N
627,883986.TI,昨日非ST涨停表现,68.0,A,20210225,S
628,883987.TI,昨日非ST炸板,26.0,A,20210225,S
629,883985.TI,深市新主板,1454.0,A,20210208,S
